1640091596240, 840000, 840000, 1045312, -0.08115010936574955, 1.12308871884718, 123
1640091596440, 882000, 882000, 1060697, -0.02634865713376939, 0.8663288899941193, 133
1640091596840, 926100, 926100, 1091734, 0.017359475722808094, 0.6, 143
1640091597040, 972405, 972405, 1107634, 0.02699983202312067, 0.6, 154
1640091597240, 1021025, 1021025, 1123680, 0.023278717058163527, 0.6, 123
1640091597441, 1072076, 1072076, 1140046, 0.13940150979580196, 0.6, 148
1640091597840, 1125679, 1125679, 1173766, 0.2570022323704054, 0.6, 188
1640091598040, 1181962, 1181962, 1190587, 0.25750120195662096, 0.6, 163
1640091598241, 1208113, 1208113, 1208113, 0.28190790395560705, 0.6, 213
1640091598440, 1225709, 1225709, 1225709, 0.3045010530445417, 0.6, 223
1640091598640, 1243562, 1243562, 1243562, 0.34418852292167773, 0.6, 288
1640091599040, 1280250, 1280250, 1280250, 0.40030434039796164, 0.6, 369
1640091599241, 1298898, 1298898, 1298898, 0.444311353858743, 0.6, 432
1640091599440, 1317918, 1317918, 1317918, 0.4965168377555443, 0.6, 478
1640091599840, 1229181, 1229181, 1356486, 0.43807934807577575, 0.6, 494
1640091600041, 1091327, 1091327, 1376456, 0.3971411283984634, 0.6, 508
1640091600241, 974399, 974399, 1396505, 0.3894395915068279, 0.6, 498
1640091600641, 877271, 877271, 1437377, 0.3640942376388059, 0.6, 493
1640091600840, 783277, 783277, 1458316, 0.3251496639491686, 0.6, 478
1640091601440, 822440, 822440, 1523446, 0.23359363212745807, 0.6, 443
1640091601641, 863562, 863562, 1546112, 0.217958590569641, 0.6, 403
1640091602040, 906740, 906740, 1591974, 0.1324430069219162, 0.6, 283
1640091602240, 952077, 952077, 1615659, 0.10139462410235181, 0.6, 263
1640091602441, 999680, 999680, 1639697, 0.08680620466236395, 0.6, 223
1640091602840, 1049664, 1049664, 1688208, 0.054593483049096975, 0.6, 248
1640091603040, 1102147, 1102147, 1713066, 0.1705903775861911, 0.6, 312
1640091603240, 1157254, 1157254, 1738154, 0.22639292614758572, 0.6, 303
1640091603441, 1215116, 1215116, 1763883, 0.2544634561282375, 0.6, 313
1640091603840, 1275871, 1275871, 1816204, 0.48136952904064645, 0.6, 427
1640091604040, 813416, 813416, 813416, 0.6291747154952093, 0.6271021724127758, 468
1640091604640, 716993, 716993, 847783, 0.5641655694598597, 0.6756985117997555, 498
1640091605240, 752842, 752842, 885763, 0.2222256505580771, 0.6, 378
1640091605440, 790484, 790484, 898663, 0.14468569304992657, 0.6, 347
1640091605640, 830008, 830008, 911888, 0.0599611671093172, 0.6, 333
1640091605840, 871508, 871508, 925166, -0.030548637499411987, 0.6, 283
1640091606240, 915083, 915083, 952525, -0.18757585816244168, 0.6, 188
1640091606440, 960837, 960837, 966470, -0.169201230643857, 0.6, 173
1640091606640, 980618, 980618, 980618, -0.304994320885983, 0.6, 133
1640091607041, 1009464, 1009464, 1009464, -0.26355886401909445, 0.6, 124
1640091607241, 1024165, 1024165, 1024165, -0.2795596879053386, 0.6, 128
1640091607441, 1039081, 1039081, 1039081, -0.023226096130890255, 0.6, 158
1640091607641, 1054376, 1054376, 1054376, 0.05085989728777309, 0.6, 183
1640091607840, 1069733, 1069733, 1069733, 0.28786447250322283, 0.6, 233
1640091608040, 1085311, 1085311, 1085311, 0.520384767241072, 0.6, 263
1640091608440, 1117326, 1117326, 1117326, 0.42528153400982527, 0.6, 247
1640091608641, 1133599, 1133599, 1133599, 0.4660940069844304, 0.6, 277
1640091608840, 1144990, 1144990, 1144990, 0.5940427766943854, 0.6121341669743948, 302
1640091609041, 815809, 815809, 815809, 0.772035353046006, 0.6824988869666365, 363
1640091609241, 810777, 810777, 810777, 0.9756967543118318, 0.8501899840138426, 398
1640091609641, 819604, 819604, 819604, 1.1572521801587092, 1.1707751627230272, 464
1640091609841, 835709, 835709, 835709, 0.950777216014913, 1.1497118282469343, 403
1640091610240, 860422, 860422, 860422, 0.7877211505596683, 1.0346273400570283, 357
1640091610440, 873082, 873082, 873082, 0.6537688749521847, 0.9588215156082133, 273
