1640091595505, 96, 698443148, 42314, 2916274301, false, 1208, 0
1640091595505, 96, 698443148, 42315, 2916274301, false, 1208, 1
1640091595505, 96, 698443148, 42316, 2916274301, false, 1208, 2
1640091595505, 96, 698443148, 42317, 2916274301, true, 516, 3
1640091595526, 96, 698443148, 42318, 2916276191, false, 1208, 4
1640091595526, 96, 698443148, 42319, 2916276191, true, 980, 5
1640091595560, 96, 698443148, 42320, 2916279443, false, 1208, 6
1640091595560, 96, 698443148, 42321, 2916279443, false, 1208, 7
1640091595560, 96, 698443148, 42322, 2916279443, true, 1066, 8
1640091595585, 96, 698443148, 42323, 2916281402, false, 1208, 9
1640091595585, 96, 698443148, 42324, 2916281402, false, 1208, 10
1640091595585, 96, 698443148, 42325, 2916281402, true, 880, 11
1640091595620, 96, 698443148, 42326, 2916284402, false, 1208, 12
1640091595620, 96, 698443148, 42327, 2916284402, false, 1208, 13
1640091595620, 96, 698443148, 42328, 2916284402, true, 1029, 14
1640091595650, 96, 698443148, 42329, 2916287143, false, 1208, 15
1640091595650, 96, 698443148, 42330, 2916287143, false, 1208, 16
1640091595650, 96, 698443148, 42331, 2916287143, false, 1208, 17
1640091595650, 96, 698443148, 42332, 2916287143, true, 216, 18
1640091595686, 96, 698443148, 42333, 2916290122, false, 1208, 19
1640091595686, 96, 698443148, 42334, 2916290122, false, 1208, 20
1640091595686, 96, 698443148, 42335, 2916290122, true, 399, 21
1640091595721, 96, 698443148, 42336, 2916293224, false, 1208, 22
1640091595721, 96, 698443148, 42337, 2916293224, false, 1208, 23
1640091595721, 96, 698443148, 42338, 2916293224, false, 1208, 24
1640091595721, 96, 698443148, 42339, 2916293224, true, 44, 25
1640091595745, 96, 698443148, 42340, 2916295709, false, 1208, 26
1640091595745, 96, 698443148, 42341, 2916295709, false, 1208, 27
1640091595745, 96, 698443148, 42342, 2916295709, false, 1208, 28
1640091595745, 96, 698443148, 42343, 2916295709, true, 271, 29
1640091595790, 96, 698443148, 42344, 2916299516, false, 1208, 30
1640091595790, 96, 698443148, 42345, 2916299516, false, 1208, 31
1640091595790, 96, 698443148, 42346, 2916299516, false, 1208, 32
1640091595790, 96, 698443148, 42347, 2916299516, true, 520, 33
1640091595816, 96, 698443148, 42348, 2916301789, false, 1208, 34
1640091595816, 96, 698443148, 42349, 2916301789, false, 1208, 35
1640091595816, 96, 698443148, 42350, 2916301789, true, 1045, 36
1640091595865, 96, 698443148, 42351, 2916306112, false, 1208, 37
1640091595865, 96, 698443148, 42352, 2916306112, false, 1208, 38
1640091595865, 96, 698443148, 42353, 2916306112, true, 668, 39
1640091595910, 96, 698443148, 42354, 2916310457, false, 1208, 40
1640091595910, 96, 698443148, 42355, 2916310457, false, 1208, 41
1640091595915, 96, 698443148, 42356, 2916310457, true, 934, 42
1640091595940, 96, 698443148, 42357, 2916312975, false, 1208, 43
1640091595940, 96, 698443148, 42358, 2916312975, false, 1208, 44
1640091595940, 96, 698443148, 42359, 2916312975, true, 1044, 45
1640091595970, 96, 698443148, 42360, 2916315639, false, 1208, 46
1640091595970, 96, 698443148, 42361, 2916315639, false, 1208, 47
1640091595970, 96, 698443148, 42362, 2916315639, false, 1208, 48
1640091595970, 96, 698443148, 42363, 2916315639, true, 196, 49
1640091596000, 96, 698443148, 42364, 2916318247, false, 1208, 50
1640091596006, 96, 698443148, 42365, 2916318247, false, 1208, 51
1640091596010, 96, 698443148, 42366, 2916318247, false, 1208, 52
1640091596015, 96, 698443148, 42367, 2916318247, true, 718, 53
1640091596035, 96, 698443148, 42368, 2916321111, false, 1208, 54
1640091596041, 96, 698443148, 42369, 2916321111, false, 1208, 55
1640091596045, 96, 698443148, 42370, 2916321111, false, 1208, 56
1640091596050, 96, 698443148, 42371, 2916321111, true, 84, 57
1640091596065, 96, 698443148, 42372, 2916323791, false, 1208, 58
1640091596070, 96, 698443148, 42373, 2916323791, false, 1208, 59
1640091596075, 96, 698443148, 42374, 2916323791, false, 1208, 60
1640091596081, 96, 698443148, 42375, 2916323791, true, 66, 61
1640091596095, 96, 698443148, 42376, 2916326580, false, 1208, 62
1640091596101, 96, 698443148, 42377, 2916326580, false, 1208, 63
1640091596106, 96, 698443148, 42378, 2916326580, true, 1050, 64
1640091596130, 96, 698443148, 42379, 2916329615, false, 1208, 65
1640091596135, 96, 698443148, 42380, 2916329615, false, 1208, 66
1640091596141, 96, 698443148, 42381, 2916329615, false, 1208, 67
1640091596146, 96, 698443148, 42382, 2916329615, true, 121, 68
1640091596161, 96, 698443148, 42383, 2916332414, false, 1208, 69
1640091596165, 96, 698443148, 42384, 2916332414, false, 1208, 70
1640091596170, 96, 698443148, 42385, 2916332414, true, 790, 71
1640091596191, 96, 698443148, 42386, 2916335060, false, 1208, 72
1640091596195, 96, 698443148, 42387, 2916335060, false, 1208, 73
1640091596200, 96, 698443148, 42388, 2916335060, false, 1208, 74
1640091596205, 96, 698443148, 42389, 2916335060, true, 164, 75
1640091596225, 96, 698443148, 42390, 2916337984, false, 1208, 76
1640091596230, 96, 698443148, 42391, 2916337984, false, 1208, 77
1640091596236, 96, 698443148, 42392, 2916337984, true, 994, 78
1640091596240, 96, 698443148, 42393, 2916339215, false, 1208, 79
1640091596245, 96, 698443148, 42394, 2916339215, false, 1208, 80
1640091596251, 96, 698443148, 42395, 2916339215, false, 1208, 81
1640091596256, 96, 698443148, 42396, 2916339215, true, 300, 82
1640091596270, 96, 698443148, 42397, 2916341880, false, 1208, 83
1640091596276, 96, 698443148, 42398, 2916341880, false, 1208, 84
1640091596280, 96, 698443148, 42399, 2916341880, true, 1124, 85
1640091596306, 96, 698443148, 42400, 2916344797, false, 1208, 86
1640091596310, 96, 698443148, 42401, 2916344797, false, 1208, 87
1640091596315, 96, 698443148, 42402, 2916344797, false, 1208, 88
1640091596321, 96, 698443148, 42403, 2916344797, true, 358, 89
1640091596335, 96, 698443148, 42404, 2916347646, false, 1208, 90
1640091596340, 96, 698443148, 42405, 2916347646, false, 1208, 91
1640091596346, 96, 698443148, 42406, 2916347646, false, 1208, 92
1640091596350, 96, 698443148, 42407, 2916347646, true, 373, 93
1640091596370, 96, 698443148, 42408, 2916350757, false, 1208, 94
1640091596375, 96, 698443148, 42409, 2916350757, false, 1208, 95
1640091596381, 96, 698443148, 42410, 2916350757, false, 1208, 96
1640091596385, 96, 698443148, 42411, 2916350757, true, 1157, 97
1640091596406, 96, 698443148, 42412, 2916353530, false, 1208, 98
1640091596411, 96, 698443148, 42413, 2916353530, false, 1208, 99
1640091596415, 96, 698443148, 42414, 2916353530, true, 493, 100
1640091596426, 96, 698443148, 42415, 2916355517, false, 1208, 101
1640091596430, 96, 698443148, 42416, 2916355517, false, 1208, 102
1640091596435, 96, 698443148, 42417, 2916355517, true, 894, 103
1640091596455, 96, 698443148, 42418, 2916358254, false, 1208, 104
1640091596461, 96, 698443148, 42419, 2916358254, false, 1208, 105
