1640091596051, 96, 698443148, 42364, 2916318247, false, 1208, 50
1640091596056, 96, 698443148, 42365, 2916318247, false, 1208, 51
1640091596060, 96, 698443148, 42366, 2916318247, false, 1208, 52
1640091596065, 96, 698443148, 42367, 2916318247, true, 718, 53
1640091596086, 96, 698443148, 42368, 2916321111, false, 1208, 54
1640091596091, 96, 698443148, 42369, 2916321111, false, 1208, 55
1640091596095, 96, 698443148, 42370, 2916321111, false, 1208, 56
1640091596100, 96, 698443148, 42371, 2916321111, true, 84, 57
1640091596115, 96, 698443148, 42372, 2916323791, false, 1208, 58
1640091596120, 96, 698443148, 42373, 2916323791, false, 1208, 59
1640091596126, 96, 698443148, 42374, 2916323791, false, 1208, 60
1640091596131, 96, 698443148, 42375, 2916323791, true, 66, 61
1640091596145, 96, 698443148, 42376, 2916326580, false, 1208, 62
1640091596151, 96, 698443148, 42377, 2916326580, false, 1208, 63
1640091596156, 96, 698443148, 42378, 2916326580, true, 1050, 64
1640091596180, 96, 698443148, 42379, 2916329615, false, 1208, 65
1640091596185, 96, 698443148, 42380, 2916329615, false, 1208, 66
1640091596191, 96, 698443148, 42381, 2916329615, false, 1208, 67
1640091596196, 96, 698443148, 42382, 2916329615, true, 121, 68
1640091596211, 96, 698443148, 42383, 2916332414, false, 1208, 69
1640091596215, 96, 698443148, 42384, 2916332414, false, 1208, 70
1640091596221, 96, 698443148, 42385, 2916332414, true, 790, 71
1640091596241, 96, 698443148, 42386, 2916335060, false, 1208, 72
1640091596245, 96, 698443148, 42387, 2916335060, false, 1208, 73
1640091596250, 96, 698443148, 42388, 2916335060, false, 1208, 74
1640091596256, 96, 698443148, 42389, 2916335060, true, 164, 75
1640091596275, 96, 698443148, 42390, 2916337984, false, 1208, 76
1640091596281, 96, 698443148, 42391, 2916337984, false, 1208, 77
1640091596286, 96, 698443148, 42392, 2916337984, true, 994, 78
1640091596290, 96, 698443148, 42393, 2916339215, false, 1208, 79
1640091596295, 96, 698443148, 42394, 2916339215, false, 1208, 80
1640091596301, 96, 698443148, 42395, 2916339215, false, 1208, 81
1640091596306, 96, 698443148, 42396, 2916339215, true, 300, 82
1640091596321, 96, 698443148, 42397, 2916341880, false, 1208, 83
1640091596326, 96, 698443148, 42398, 2916341880, false, 1208, 84
1640091596330, 96, 698443148, 42399, 2916341880, true, 1124, 85
1640091596356, 96, 698443148, 42400, 2916344797, false, 1208, 86
1640091596360, 96, 698443148, 42401, 2916344797, false, 1208, 87
1640091596366, 96, 698443148, 42402, 2916344797, false, 1208, 88
1640091596371, 96, 698443148, 42403, 2916344797, true, 358, 89
1640091596385, 96, 698443148, 42404, 2916347646, false, 1208, 90
1640091596391, 96, 698443148, 42405, 2916347646, false, 1208, 91
1640091596396, 96, 698443148, 42406, 2916347646, false, 1208, 92
1640091596400, 96, 698443148, 42407, 2916347646, true, 373, 93
1640091596420, 96, 698443148, 42408, 2916350757, false, 1208, 94
1640091596426, 96, 698443148, 42409, 2916350757, false, 1208, 95
1640091596431, 96, 698443148, 42410, 2916350757, false, 1208, 96
1640091596435, 96, 698443148, 42411, 2916350757, true, 1157, 97
1640091596456, 96, 698443148, 42412, 2916353530, false, 1208, 98
1640091596461, 96, 698443148, 42413, 2916353530, false, 1208, 99
1640091596465, 96, 698443148, 42414, 2916353530, true, 493, 100
